label,text,cleaned_text,tokens,final_text
Pneumonia,"I've been having chills and feeling exhausted, and I can't seem to shake this cough. My chest hurts when I cough, and my heart feels like it's going a million miles an hour. The phlegm I'm coughing up is a dirty rust color.",ive been having chills and feeling exhausted and i cant seem to shake this cough my chest hurts when i cough and my heart feels like its going a million miles an hour the phlegm im coughing up is a dirty rust color,"['ive', 'chill', 'feeling', 'exhausted', 'cant', 'seem', 'shake', 'cough', 'chest', 'hurt', 'cough', 'heart', 'feel', 'like', 'going', 'million', 'mile', 'hour', 'phlegm', 'im', 'coughing', 'dirty', 'rust', 'color']",ive chill feeling exhausted cant seem shake cough chest hurt cough heart feel like going million mile hour phlegm im coughing dirty rust color
diabetes,"I'm shaking and trembling all over. I've lost my sense of taste and smell, and I'm exhausted. I occasionally get palpitations or a speeding heart.",im shaking and trembling all over ive lost my sense of taste and smell and im exhausted i occasionally get palpitations or a speeding heart,"['im', 'shaking', 'trembling', 'ive', 'lost', 'sense', 'taste', 'smell', 'im', 'exhausted', 'occasionally', 'get', 'palpitation', 'speeding', 'heart']",im shaking trembling ive lost sense taste smell im exhausted occasionally get palpitation speeding heart
gastroesophageal reflux disease,"I always get a sour taste in my mouth, even when I don't have anything acidic in my stomach. I regularly have the hiccups and a knot in my throat.",i always get a sour taste in my mouth even when i dont have anything acidic in my stomach i regularly have the hiccups and a knot in my throat,"['always', 'get', 'sour', 'taste', 'mouth', 'even', 'dont', 'anything', 'acidic', 'stomach', 'regularly', 'hiccup', 'knot', 'throat']",always get sour taste mouth even dont anything acidic stomach regularly hiccup knot throat
drug reaction,I am experiencing a decrease in my sex drive and difficulty to fucntion sexually. I feel very light headed and confused and often experince brain fog,i am experiencing a decrease in my sex drive and difficulty to fucntion sexually i feel very light headed and confused and often experince brain fog,"['experiencing', 'decrease', 'sex', 'drive', 'difficulty', 'fucntion', 'sexually', 'feel', 'light', 'headed', 'confused', 'often', 'experince', 'brain', 'fog']",experiencing decrease sex drive difficulty fucntion sexually feel light headed confused often experince brain fog
Typhoid,"I've lost a lot of weight in the past week because I haven't been able to eat much due to nausea and vomiting. This is followed by mild fever, headache and belly pain. I'm really concerned about my health.",ive lost a lot of weight in the past week because i havent been able to eat much due to nausea and vomiting this is followed by mild fever headache and belly pain im really concerned about my health,"['ive', 'lost', 'lot', 'weight', 'past', 'week', 'havent', 'able', 'eat', 'much', 'due', 'nausea', 'vomiting', 'followed', 'mild', 'fever', 'headache', 'belly', 'pain', 'im', 'really', 'concerned', 'health']",ive lost lot weight past week havent able eat much due nausea vomiting followed mild fever headache belly pain im really concerned health
Arthritis,"My muscles have been feeling rather weak lately, but my neck has been really strong. My joints have swollen, making it challenging for me to move about. It has also been excruciatingly difficult to walk.",my muscles have been feeling rather weak lately but my neck has been really strong my joints have swollen making it challenging for me to move about it has also been excruciatingly difficult to walk,"['muscle', 'feeling', 'rather', 'weak', 'lately', 'neck', 'really', 'strong', 'joint', 'swollen', 'making', 'challenging', 'move', 'also', 'excruciatingly', 'difficult', 'walk']",muscle feeling rather weak lately neck really strong joint swollen making challenging move also excruciatingly difficult walk
Bronchial Asthma,"I've had a lot of sleepiness, a cough that refuses to go away, and breathing difficulty. I've been coughing up a lot of thick, mucoid saliva and have a high fever.",ive had a lot of sleepiness a cough that refuses to go away and breathing difficulty ive been coughing up a lot of thick mucoid saliva and have a high fever,"['ive', 'lot', 'sleepiness', 'cough', 'refuse', 'go', 'away', 'breathing', 'difficulty', 'ive', 'coughing', 'lot', 'thick', 'mucoid', 'saliva', 'high', 'fever']",ive lot sleepiness cough refuse go away breathing difficulty ive coughing lot thick mucoid saliva high fever
Varicose Veins,The veins in my legs are causing discomfort and difficulty sleeping at night. I have no idea why it is happening. I get cramps when I sprint.,the veins in my legs are causing discomfort and difficulty sleeping at night i have no idea why it is happening i get cramps when i sprint,"['vein', 'leg', 'causing', 'discomfort', 'difficulty', 'sleeping', 'night', 'idea', 'happening', 'get', 'cramp', 'sprint']",vein leg causing discomfort difficulty sleeping night idea happening get cramp sprint
Dengue,I have been experiencing chills and shivering. There is a strong pain in my back and also behind my eyes. I have also noticed small red spots on my back and neck. ,i have been experiencing chills and shivering there is a strong pain in my back and also behind my eyes i have also noticed small red spots on my back and neck ,"['experiencing', 'chill', 'shivering', 'strong', 'pain', 'back', 'also', 'behind', 'eye', 'also', 'noticed', 'small', 'red', 'spot', 'back', 'neck']",experiencing chill shivering strong pain back also behind eye also noticed small red spot back neck
drug reaction,"I have itching all over my body, and rashes in my chest and back. I get flaky skin from time to time and often this leaves marks on my body.",i have itching all over my body and rashes in my chest and back i get flaky skin from time to time and often this leaves marks on my body,"['itching', 'body', 'rash', 'chest', 'back', 'get', 'flaky', 'skin', 'time', 'time', 'often', 'leaf', 'mark', 'body']",itching body rash chest back get flaky skin time time often leaf mark body
Impetigo,"Small red sores appeared near my nose and neck at first. I now have a high temperature, and the sores have gotten more painful and inflamed in recent days.",small red sores appeared near my nose and neck at first i now have a high temperature and the sores have gotten more painful and inflamed in recent days,"['small', 'red', 'sore', 'appeared', 'near', 'nose', 'neck', 'first', 'high', 'temperature', 'sore', 'gotten', 'painful', 'inflamed', 'recent', 'day']",small red sore appeared near nose neck first high temperature sore gotten painful inflamed recent day
Impetigo,"The rash on my face has become more painful and inflamed over the past few days, and the sores are beginning to weep clear fluid. It is getting extremely painful with each day.",the rash on my face has become more painful and inflamed over the past few days and the sores are beginning to weep clear fluid it is getting extremely painful with each day,"['rash', 'face', 'become', 'painful', 'inflamed', 'past', 'day', 'sore', 'beginning', 'weep', 'clear', 'fluid', 'getting', 'extremely', 'painful', 'day']",rash face become painful inflamed past day sore beginning weep clear fluid getting extremely painful day
Typhoid,"I've been having a lot of trouble staying hydrated because of the vomiting and diarrhea. I have a high fever, constipation, and a headache. I am also starting to get a strange pain in my stomach area and I can't do anything physical.",ive been having a lot of trouble staying hydrated because of the vomiting and diarrhea i have a high fever constipation and a headache i am also starting to get a strange pain in my stomach area and i cant do anything physical,"['ive', 'lot', 'trouble', 'staying', 'hydrated', 'vomiting', 'diarrhea', 'high', 'fever', 'constipation', 'headache', 'also', 'starting', 'get', 'strange', 'pain', 'stomach', 'area', 'cant', 'anything', 'physical']",ive lot trouble staying hydrated vomiting diarrhea high fever constipation headache also starting get strange pain stomach area cant anything physical
peptic ulcer disease,"My mouth is filled with a sour, acidic flavour. My burping and belching are frequent. For a few hours, I get pressure or fullness in my upper belly.",my mouth is filled with a sour acidic flavour my burping and belching are frequent for a few hours i get pressure or fullness in my upper belly,"['mouth', 'filled', 'sour', 'acidic', 'flavour', 'burping', 'belching', 'frequent', 'hour', 'get', 'pressure', 'fullness', 'upper', 'belly']",mouth filled sour acidic flavour burping belching frequent hour get pressure fullness upper belly
Common Cold,"My eyes are constantly red and runny. A persistent tightness in my sinuses has also been bothering me. I've been having a lot of difficulties breathing and constantly feel fatigued. In addition, I have a lot of throat mucus and inflamed lymph nodes.",my eyes are constantly red and runny a persistent tightness in my sinuses has also been bothering me ive been having a lot of difficulties breathing and constantly feel fatigued in addition i have a lot of throat mucus and inflamed lymph nodes,"['eye', 'constantly', 'red', 'runny', 'persistent', 'tightness', 'sinus', 'also', 'bothering', 'ive', 'lot', 'difficulty', 'breathing', 'constantly', 'feel', 'fatigued', 'addition', 'lot', 'throat', 'mucus', 'inflamed', 'lymph', 'node']",eye constantly red runny persistent tightness sinus also bothering ive lot difficulty breathing constantly feel fatigued addition lot throat mucus inflamed lymph node
